ds,y_actual,y_predicted
2023-09-21,173.92999267578125,177.77715
2023-09-22,174.7899932861328,176.39421
2023-09-25,176.0800018310547,176.29495
2023-09-26,171.9600067138672,177.17004
2023-09-27,170.42999267578125,173.44354
2023-09-28,170.69000244140625,170.22931
2023-09-29,171.2100067138672,169.49234
2023-10-02,173.75,171.39514
2023-10-03,172.39999389648438,174.53403
2023-10-04,173.66000366210938,174.83594
2023-10-05,174.91000366210938,175.99788
2023-10-06,177.49000549316406,176.37207
2023-10-09,178.99000549316406,176.75917
2023-10-10,178.38999938964844,177.75111
2023-10-11,179.8000030517578,177.52388
2023-10-12,180.7100067138672,177.78967
2023-10-13,178.85000610351562,178.5445
2023-10-16,178.72000122070312,178.83138
2023-10-17,177.14999389648438,178.43742
2023-10-18,175.83999633789062,177.36337
2023-10-19,175.4600067138672,176.40431
2023-10-20,172.8800048828125,175.07764
2023-10-23,173.0,173.11978
2023-10-24,173.44000244140625,173.65358
2023-10-25,171.10000610351562,174.4152
2023-10-26,166.88999938964844,171.34924
2023-10-27,168.22000122070312,168.01698
2023-10-30,170.2899932861328,168.70529
2023-10-31,170.77000427246094,170.80495
2023-11-01,173.97000122070312,171.63017
2023-11-02,177.57000732421875,174.78134
2023-11-03,176.64999389648438,178.96379
2023-11-06,179.22999572753906,177.7022
2023-11-07,181.82000732421875,179.1769
2023-11-08,182.88999938964844,180.58794
2023-11-09,182.41000366210938,182.39282
2023-11-10,186.39999389648438,182.05447
2023-11-13,184.8000030517578,183.95775
2023-11-14,187.44000244140625,183.67545
2023-11-15,188.00999450683594,185.74304
2023-11-16,189.7100067138672,186.79472
2023-11-17,189.69000244140625,187.9185
2023-11-20,191.4499969482422,188.99509
2023-11-21,190.63999938964844,189.21909
2023-11-22,191.30999755859375,187.97011
2023-11-24,189.97000122070312,190.95506
2023-11-27,189.7899932861328,190.38715
2023-11-28,190.39999389648438,189.35185
2023-11-29,189.3699951171875,190.33624
2023-11-30,189.9499969482422,188.85449
2023-12-01,191.24000549316406,189.51805
2023-12-04,189.42999267578125,190.71756
2023-12-05,193.4199981689453,189.32552
2023-12-06,192.32000732421875,192.38367
2023-12-07,194.27000427246094,190.5847
2023-12-08,195.7100067138672,192.21976
2023-12-11,193.17999267578125,193.23361
2023-12-12,194.7100067138672,191.41864
2023-12-13,197.9600067138672,192.87488
2023-12-14,198.11000061035156,195.33923
2023-12-15,197.57000732421875,199.28981
2023-12-18,195.88999938964844,196.37192
2023-12-19,196.94000244140625,195.64693
2023-12-20,194.8300018310547,195.8772
2023-12-21,194.67999267578125,194.73978
2023-12-22,193.60000610351562,193.98984
2023-12-26,193.0500030517578,193.25229
2023-12-27,193.14999389648438,192.46585
2023-12-28,193.5800018310547,192.46298
2023-12-29,192.52999877929688,192.72406
