date,open,high,low,adjClose,value,volume,count,yesterday,close
2021-06-26,10000.0,10000.0,10000.0,10000.0,582116630000,58211663,678,10000.0,10000.0
2021-06-27,10000.0,10000.0,10000.0,10000.0,6075090000,607509,70,10000.0,10000.0
2021-06-28,10000.0,10000.0,10000.0,10000.0,113399710000,11339971,144,10000.0,10000.0
2021-06-29,10000.0,10000.0,10000.0,10000.0,57547520000,5754752,89,10000.0,10000.0
2021-06-30,10000.0,10000.0,10000.0,10000.0,50625000000,5062500,84,10000.0,10000.0
2021-07-03,10000.0,10000.0,10000.0,10000.0,68187600000,6818760,116,10000.0,10000.0
2021-07-04,10000.0,10000.0,10000.0,10000.0,245860000,24586,31,10000.0,10000.0
2021-07-05,10000.0,10000.0,10000.0,10000.0,5078790000,507879,37,10000.0,10000.0
2021-07-06,10000.0,10000.0,10000.0,10000.0,31192270000,3119227,72,10000.0,10000.0
2021-07-07,10000.0,10000.0,10000.0,10000.0,3206680000,320668,77,10000.0,10000.0
2021-09-13,10000.0,10570.0,10000.0,10001.0,142999620414,14298064,401,10000.0,10000.0
2021-09-14,10000.0,10002.0,10000.0,10002.0,33026521989,3302124,147,10001.0,10000.0
2021-09-15,10000.0,10001.0,10000.0,10000.0,5816705999,581669,58,10002.0,10000.0
2021-09-18,10000.0,10001.0,10000.0,10000.0,263860500,26386,20,10000.0,10000.0
2021-09-19,10000.0,10006.0,10000.0,10004.0,1617766666,161716,59,10000.0,10003.0
2021-09-20,10006.0,10010.0,10005.0,10009.0,5891307223,588614,39,10004.0,10010.0
2021-09-21,10008.0,10009.0,10008.0,10009.0,47062228009,4702001,77,10009.0,10009.0
2021-09-22,10009.0,10012.0,10009.0,10010.0,101754408358,10165262,140,10009.0,10012.0
2021-09-25,10020.0,10025.0,10020.0,10023.0,7081546125,706498,31,10010.0,10025.0
2021-09-26,10032.0,10032.0,10031.0,10032.0,241190826,24043,19,10023.0,10032.0
2021-09-28,10052.0,10053.0,10052.0,10052.0,478578431,47608,24,10032.0,10052.0
2021-09-29,10064.0,10069.0,10064.0,10066.0,1506396750,149650,26,10052.0,10069.0
2021-10-02,10096.0,10130.0,10096.0,10123.0,32701702654,3230417,78,10066.0,10130.0
2021-10-03,10132.0,10132.0,10129.0,10130.0,26692868444,2634917,58,10123.0,10132.0
2021-10-04,10136.0,10137.0,10136.0,10136.0,402568900,39715,18,10130.0,10136.0
2021-10-06,10150.0,10155.0,10150.0,10151.0,1282464042,126339,19,10136.0,10155.0
2021-10-09,10170.0,10171.0,10170.0,10171.0,1169389580,114974,15,10151.0,10171.0
2021-10-10,10178.0,10182.0,10177.0,10179.0,1334697673,131129,20,10171.0,10182.0
2021-10-11,10183.0,10183.0,10182.0,10182.0,1168803604,114788,19,10179.0,10182.0
2021-10-12,10188.0,10189.0,10188.0,10188.0,2287928963,224566,17,10182.0,10188.0
2021-10-13,10194.0,10194.0,10193.0,10193.0,1239273776,121577,37,10188.0,10194.0
2021-10-16,10198.0,10198.0,10197.0,10198.0,710103175,69632,21,10193.0,10197.0
2021-10-17,10200.0,10201.0,10200.0,10200.0,1557231404,152665,23,10198.0,10201.0
2021-10-18,10202.0,10202.0,10201.0,10201.0,725338408,71102,14,10200.0,10202.0
2021-10-19,10207.0,10208.0,10207.0,10207.0,226232948,22164,7,10201.0,10207.0
2021-10-20,10212.0,10217.0,10212.0,10215.0,4226464737,413769,27,10207.0,10212.0
2021-10-23,10015.0,10015.0,10000.0,10002.0,2807583833,280695,27,10215.0,10004.0
2021-10-25,10003.0,10004.0,10003.0,10003.0,2002001490,200140,14,10002.0,10003.0
2021-10-26,10004.0,10005.0,10004.0,10005.0,245885409,24577,8,10003.0,10005.0
2021-10-27,10005.0,10006.0,10005.0,10006.0,270759034,27061,16,10005.0,10006.0
2021-10-30,10006.0,10006.0,10006.0,10006.0,322543410,32235,11,10006.0,10006.0
2021-10-31,10007.0,10012.0,10007.0,10008.0,1721939183,172049,16,10006.0,10012.0
2021-11-01,10008.0,10008.0,10008.0,10008.0,281374920,28115,9,10008.0,10008.0
2021-11-02,10009.0,10009.0,10009.0,10009.0,18606731,1859,3,10008.0,10009.0
2021-11-03,10010.0,10011.0,10010.0,10010.0,572331340,57174,10,10009.0,10011.0
2021-11-06,10012.0,10013.0,10010.0,10011.0,25268352220,2524007,55,10010.0,10010.0
2021-11-07,10015.0,10016.0,10015.0,10015.0,238910375,23855,11,10011.0,10016.0
2021-11-08,10017.0,10018.0,10017.0,10017.0,164265986,16398,9,10015.0,10017.0
2021-11-09,10019.0,10019.0,10018.0,10019.0,149869262,14959,5,10017.0,10019.0
2021-11-10,10030.0,10031.0,10030.0,10031.0,320436790,31945,10,10019.0,10031.0
2021-11-13,10034.0,10034.0,10034.0,10034.0,105176388,10482,3,10031.0,10034.0
2021-11-14,10036.0,10036.0,10035.0,10036.0,1022667400,101900,5,10034.0,10036.0
2021-11-15,10038.0,10038.0,10037.0,10038.0,1204540000,120000,2,10036.0,10037.0
2021-11-16,10039.0,10044.0,10039.0,10040.0,1054217500,105000,3,10038.0,10044.0
2021-11-17,10042.0,10046.0,10041.0,10042.0,1107152750,110250,6,10040.0,10046.0
2021-11-20,10044.0,10049.0,10044.0,10045.0,1115059070,111005,5,10042.0,10044.0
2021-11-21,10047.0,10047.0,10046.0,10046.0,1203539550,119800,5,10045.0,10047.0
2021-11-22,10000.0,10001.0,10000.0,10000.0,1165211000,116520,11,10046.0,10001.0
2021-11-23,10001.0,10002.0,10001.0,10001.0,1962392936,196215,24,10000.0,10002.0
2021-11-24,10002.0,10006.0,10002.0,10002.0,3041292136,304068,10,10001.0,10006.0
2021-11-27,10005.0,10006.0,10003.0,10005.0,20112560382,2010351,55,10002.0,10003.0
2021-11-28,10006.0,10007.0,10006.0,10006.0,185364130,18525,9,10005.0,10007.0
2021-11-29,10009.0,10009.0,10008.0,10008.0,41623772,4159,4,10006.0,10008.0
2021-11-30,10010.0,10033.0,10010.0,10033.0,27414183445,2732445,60,10008.0,10033.0
2021-12-01,10012.0,10012.0,10010.0,10011.0,24052835810,2402581,26,10033.0,10010.0
2021-12-04,10013.0,10014.0,10013.0,10014.0,262080936,26172,9,10011.0,10014.0
2021-12-05,10014.0,10015.0,10014.0,10015.0,92053770,9192,5,10014.0,10015.0
2021-12-06,10015.0,10015.0,10015.0,10015.0,10836230,1082,2,10015.0,10015.0
2021-12-07,10017.0,10017.0,10013.0,10015.0,40119082000,4006000,46,10015.0,10013.0
2021-12-08,10017.0,10017.0,10016.0,10017.0,10046006336,1002896,12,10015.0,10016.0
2021-12-11,10021.0,10021.0,10020.0,10021.0,73051871,7290,3,10017.0,10021.0
2021-12-13,10024.0,10024.0,10021.0,10023.0,25077042000,2502000,31,10021.0,10021.0
2021-12-14,10027.0,10027.0,10026.0,10026.0,61269436,6111,3,10023.0,10026.0
2021-12-15,10028.0,10029.0,10028.0,10029.0,1014934600,101200,3,10026.0,10029.0
2021-12-18,10031.0,10035.0,10031.0,10033.0,2527295060,251888,9,10029.0,10035.0
2021-12-19,10033.0,10033.0,10030.0,10031.0,21156545960,2109126,51,10033.0,10033.0
2021-12-20,10035.0,10042.0,10034.0,10039.0,12925186318,1287527,36,10031.0,10042.0
2021-12-21,10037.0,10120.0,10037.0,10053.0,16105014100,1602000,33,10039.0,10120.0
2021-12-22,10000.0,10000.0,9996.0,9999.0,28182897236,2818702,56,10053.0,9996.0
2021-12-25,10002.0,10003.0,10002.0,10002.0,119417278,11939,7,9999.0,10003.0
2021-12-26,10004.0,10005.0,10004.0,10004.0,322180439,32205,9,10002.0,10004.0
2021-12-27,10006.0,10006.0,10006.0,10006.0,127976740,12790,4,10004.0,10006.0
2021-12-28,10008.0,10009.0,10008.0,10008.0,416433880,41610,4,10006.0,10009.0
2021-12-29,10010.0,10010.0,10010.0,10010.0,5105100,510,1,10008.0,10010.0
2022-01-01,10013.0,10013.0,10013.0,10013.0,98928440,9880,5,10010.0,10013.0
2022-01-02,10015.0,10016.0,10015.0,10016.0,20532750,2050,2,10013.0,10016.0
2022-01-03,10017.0,10017.0,10017.0,10017.0,5108670,510,1,10016.0,10017.0
2022-01-04,10019.0,10019.0,10018.0,10018.0,63153982,6304,5,10017.0,10018.0
2022-01-05,10020.0,10021.0,10020.0,10021.0,55185147,5507,4,10018.0,10021.0
2022-01-08,10022.0,10022.0,10022.0,10022.0,11595454,1157,3,10021.0,10022.0
2022-01-09,10025.0,10025.0,10024.0,10024.0,44528353,4442,7,10022.0,10024.0
2022-01-10,10026.0,10026.0,10025.0,10025.0,15038000000,1500000,15,10024.0,10025.0
2022-01-12,10030.0,10030.0,10029.0,10029.0,15044000000,1500000,15,10025.0,10029.0
2022-01-16,10039.0,10043.0,10039.0,10041.0,1921003315,191318,8,10029.0,10043.0
2022-01-17,10041.0,10048.0,10041.0,10045.0,19658620000,1957000,45,10041.0,10046.0
2022-01-18,10047.0,10049.0,10041.0,10043.0,21283744860,2119300,57,10045.0,10041.0
2022-01-19,10047.0,10100.0,10047.0,10063.0,7585434300,753800,26,10043.0,10100.0
2022-01-22,9998.0,9999.0,9996.0,9998.0,28713468020,2871980,65,10063.0,9996.0
2022-01-23,10002.0,10003.0,10002.0,10002.0,2591010698,259049,15,9998.0,10003.0
2022-01-24,10004.0,10004.0,10003.0,10004.0,202419702,20234,5,10002.0,10003.0
2022-01-25,10006.0,10006.0,10006.0,10006.0,96317756,9626,6,10004.0,10006.0
2022-01-26,10008.0,10009.0,10008.0,10008.0,53374207050,5333150,111,10006.0,10009.0
2022-01-29,10010.0,10011.0,10010.0,10011.0,364900110,36451,8,10008.0,10011.0
2022-01-31,10013.0,10013.0,10013.0,10013.0,100130000,10000,2,10011.0,10013.0
2022-02-01,10015.0,10015.0,10015.0,10015.0,50075000,5000,3,10013.0,10015.0
2022-02-02,10014.0,10014.0,10014.0,10014.0,100140000,10000,1,10015.0,10014.0
2022-02-05,10020.0,10020.0,10019.0,10020.0,271441700,27090,3,10014.0,10020.0
2022-02-06,10023.0,10023.0,10021.0,10022.0,20369702500,2032500,39,10020.0,10021.0
2022-02-07,10025.0,10025.0,10025.0,10025.0,7759350,774,1,10022.0,10025.0
2022-02-08,10025.0,10025.0,10025.0,10025.0,60150,6,1,10025.0,10025.0
2022-02-09,10026.0,10027.0,10026.0,10027.0,226027992,22542,3,10025.0,10027.0
2022-02-12,10032.0,10033.0,10030.0,10031.0,25107099000,2503000,54,10027.0,10033.0
2022-02-13,10035.0,10035.0,10033.0,10034.0,14429407960,1438120,16,10031.0,10033.0
2022-02-14,10037.0,10043.0,10037.0,10040.0,4216960000,420000,8,10034.0,10043.0
2022-02-16,10039.0,10070.0,10039.0,10048.0,10460313040,1041040,19,10040.0,10070.0
2022-02-19,10060.0,10129.0,10041.0,10080.0,10871746566,1078560,37,10048.0,10129.0
2022-02-20,9999.0,10001.0,9998.0,9999.0,21002712540,2100540,42,10080.0,9998.0
2022-02-21,10002.0,10002.0,10002.0,10002.0,1845549036,184518,5,9999.0,10002.0
2022-02-22,10004.0,10005.0,10004.0,10005.0,101150440,10110,3,10002.0,10005.0
2022-02-23,10007.0,10007.0,10007.0,10007.0,150105000,15000,2,10005.0,10007.0
2022-02-27,10014.0,10014.0,10014.0,10014.0,4906860,490,1,10007.0,10014.0
2022-02-28,10016.0,10016.0,10016.0,10016.0,25040000,2500,2,10014.0,10016.0
2022-03-06,10029.0,10029.0,10029.0,10029.0,100290000,10000,2,10016.0,10029.0
2022-03-07,10031.0,10031.0,10031.0,10031.0,1003100000,100000,1,10029.0,10031.0
2022-03-08,10033.0,10033.0,10033.0,10033.0,5016500,500,1,10031.0,10033.0
2022-03-09,10035.0,10039.0,10035.0,10035.0,1023578000,102000,3,10033.0,10039.0
2022-03-12,10042.0,10047.0,10000.0,10034.0,54389724750,5420500,97,10035.0,10002.0
2022-03-13,10043.0,10043.0,10010.0,10027.0,57921674413,5776423,122,10034.0,10028.0
2022-03-14,10044.0,10044.0,10010.0,10021.0,180764974846,18038450,360,10027.0,10020.0
2022-03-15,10046.0,10051.0,10012.0,10045.0,34813639356,3465798,81,10021.0,10051.0
2022-03-16,10049.0,10053.0,10049.0,10050.0,1354649923,134791,14,10045.0,10053.0
2022-03-19,10055.0,10097.0,10055.0,10064.0,7024714284,698038,27,10050.0,10097.0
2022-03-26,10012.0,10012.0,10010.0,10011.0,22547720391,2252303,59,10064.0,10010.0
2022-03-27,10014.0,10015.0,10014.0,10014.0,4746095875,473944,25,10011.0,10014.0
2022-03-29,10019.0,10019.0,10017.0,10018.0,5783289807,577295,19,10014.0,10017.0
2022-03-30,10021.0,10021.0,10021.0,10021.0,184837345,18445,7,10018.0,10021.0
2022-04-03,10027.0,10031.0,10025.0,10026.0,8619064938,859634,19,10021.0,10031.0
2022-04-04,10028.0,10029.0,10027.0,10027.0,15167429632,1512608,24,10026.0,10027.0
2022-04-05,10031.0,10031.0,10030.0,10030.0,5232989522,521733,27,10027.0,10030.0
2022-04-06,10032.0,10032.0,10031.0,10031.0,13148302943,1310717,34,10030.0,10031.0
2022-04-09,10037.0,10037.0,10036.0,10036.0,1707784178,170160,13,10031.0,10037.0
2022-04-10,10039.0,10039.0,10039.0,10039.0,48177161,4799,3,10036.0,10039.0
2022-04-11,10040.0,10041.0,10040.0,10041.0,1005525317,100142,6,10039.0,10041.0
2022-04-12,10043.0,10043.0,10042.0,10042.0,1155580187,115069,16,10041.0,10043.0
