ds,y_actual,y_predicted,timesfm-q-0.1,timesfm-q-0.2,timesfm-q-0.3,timesfm-q-0.4,timesfm-q-0.5,timesfm-q-0.6,timesfm-q-0.7,timesfm-q-0.8,timesfm-q-0.9
2023-12-01,191.24000549316406,189.42383,186.96489,188.19873,188.71458,189.01971,189.42383,189.69817,190.04195,190.507,191.32375
2023-12-04,189.42999267578125,190.93507,188.62917,189.68495,190.23659,190.49893,190.93507,191.02222,191.40166,191.84908,192.57219
2023-12-05,193.4199981689453,189.22174,186.67,187.84358,188.40118,188.74417,189.22174,189.44661,189.757,190.17474,190.99065
2023-12-06,192.32000732421875,192.90321,190.04205,191.31378,191.9862,192.39114,192.90321,193.07214,193.58336,194.16708,195.1044
2023-12-07,194.27000427246094,191.76033,188.39873,189.80128,190.5087,191.04234,191.76033,191.99742,192.49348,192.9568,194.12306
2023-12-08,195.7100067138672,193.88855,190.17981,191.71802,192.51167,193.17259,193.88855,194.08653,194.68727,195.27396,196.641
2023-12-11,193.17999267578125,193.8801,190.71085,191.91393,192.63495,193.20482,193.8801,194.292,194.741,195.46928,196.78285
2023-12-12,194.7100067138672,192.2875,189.51758,190.58249,191.22557,191.72748,192.2875,192.63713,193.00691,193.60663,194.70245
2023-12-13,197.9600067138672,193.86896,190.95192,192.11157,192.80157,193.33882,193.86896,194.34262,194.76553,195.45663,196.52257
2023-12-14,198.11000061035156,196.91367,193.35864,194.65648,195.534,196.2207,196.91367,197.4737,198.26715,199.31578,201.05437
2023-12-15,197.57000732421875,199.30763,195.78607,197.0975,198.08484,198.67455,199.30763,199.80745,200.61028,201.79364,203.44733
2023-12-18,195.88999938964844,196.91846,194.37001,195.23502,195.89902,196.39558,196.91846,197.34802,197.80031,198.41179,199.59438
2023-12-19,196.94000244140625,196.1032,193.66934,194.4493,195.0752,195.58331,196.1032,196.49638,196.94093,197.54102,198.67435
2023-12-20,194.8300018310547,196.72383,194.19225,195.06865,195.72551,196.22537,196.72383,197.1142,197.52913,198.11472,199.10388
2023-12-21,194.67999267578125,194.83177,192.32794,193.13115,193.81133,194.29832,194.83177,195.23021,195.69019,196.29471,197.31483
2023-12-22,193.60000610351562,194.53188,192.30235,193.06429,193.6503,194.08487,194.53188,194.85359,195.24309,195.78636,196.6594
2023-12-26,193.0500030517578,193.12971,190.96066,191.69452,192.24384,192.64577,193.12971,193.46904,193.90578,194.44528,195.34457
2023-12-27,193.14999389648438,192.97693,191.03862,191.71672,192.20528,192.57259,192.97693,193.2848,193.6306,194.06981,194.86296
2023-12-28,193.5800018310547,192.81906,191.09695,191.67157,192.13272,192.47049,192.81906,193.05304,193.33727,193.74686,194.46956
2023-12-29,192.52999877929688,193.20354,191.3281,192.00165,192.48541,192.82925,193.20354,193.475,193.8303,194.25465,195.03938
